title;type;authors;doi;cite_number;volume;issue;date
Optimizing mean and variance of multiresponse in a multistage manufacturing process using operational data;article;Dong-Hee Lee- Jin-Kyung Yang- So-Hee Kim - Kwang-Jae Kim;/doi/full/10.1080/08982112.2020.1712727;0;32;4;2020
A head-to-head comparison of the out-of-control performance of control charts adjusted for parameter estimation;article;Mandla D. Diko- Rob Goedhart - Ronald J. M. M. Does;/doi/full/10.1080/08982112.2019.1666140;1;32;4;2020
Advanced FMEA method based on interval 2-tuple linguistic variables and TOPSIS;article;Guo-Fa Li- Yi Li- Chuan-Hai Chen- Jia-Long He- Tian-Wei Hou - Jing-Hao Chen;/doi/full/10.1080/08982112.2019.1677913;4;32;4;2020
Model-robust design of mixture experiments;article;Paul Kristoffersen - Byran J. Smucker;/doi/full/10.1080/08982112.2020.1722831;0;32;4;2020
Cyber-physical attack vulnerabilities in manufacturing quality control tools;article;Ahmad E. Elhabashy- Lee J. Wells - Jaime A. Camelio;/doi/full/10.1080/08982112.2020.1737115;0;32;4;2020
Optimal double sampling control chart based on gauges;article;Jaime Mosquera - Francisco Aparisi;/doi/full/10.1080/08982112.2020.1738481;1;32;4;2020
Planning offline inspection strategies in low-volume manufacturing processes;article;Elisa Verna- Gianfranco Genta- Maurizio Galetto - Fiorenzo Franceschini;/doi/full/10.1080/08982112.2020.1739309;7;32;4;2020
A statistics-guided approach to dimensional quality characterization of free-form surfaces with an application to 3D printing;article;Hao Wang- Qiong Zhang- Kaibo Wang - Xinwei Deng;/doi/full/10.1080/08982112.2020.1740258;0;32;4;2020
An incomplete taxonomy of Bayesian models with examples from industrial statistics applications;article;M. S. Hamada;/doi/full/10.1080/08982112.2020.1723626;0;32;4;2020
Building a statistical surveillance dashboard for COVID-19 infection worldwide;case report;Stefano Barone- Alexander Chakhunashvili - Albert Comelli;/doi/full/10.1080/08982112.2020.1770791;2;32;4;2020
dP-FMEA: An innovative Failure Mode and Effects Analysis for distributed manufacturing processes;article;Domenico A. Maisano- Fiorenzo Franceschini - Dario Antonelli;/doi/full/10.1080/08982112.2020.1729991;1;32;3;2020
Condition-based maintenance policies for a multi-unit deteriorating system subject to shocks in a semi-Markov operating environment;article;Safieh Mahmoodi- Somayeh Hamed Ranjkesh - Yiqiang Q. Zhao;/doi/full/10.1080/08982112.2020.1731754;4;32;3;2020
Developing an improved composite limit state method for time-dependent reliability analysis;article;Junxiang Li- Jianqiao Chen - Zhiqiang Chen;/doi/full/10.1080/08982112.2020.1735004;0;32;3;2020
Bayesian probability of agreement for comparing survival or reliability functions with parametric lifetime regression models;article;Nathaniel T. Stevens- Lu Lu- Christine M. Anderson-Cook - Steven E. Rigdon;/doi/full/10.1080/08982112.2020.1741619;1;32;3;2020
A practical approximation of Weibull renewal function for solving relevant optimization problems;article;R. Jiang - Zhigao Chen;/doi/full/10.1080/08982112.2020.1747628;0;32;3;2020
Compound fault diagnosis for a rolling bearing using adaptive DTCWPT with higher order spectra;article;Haidong Shao- Jing Lin- Liangwei Zhang - Muheng Wei;/doi/full/10.1080/08982112.2020.1749654;0;32;3;2020
Designing variable sampling plans based on lifetime performance index under failure censoring reliability tests;article;Hasan Rasay- Farnoosh Naderkhani - Amir Mohammad Golmohammadi;/doi/full/10.1080/08982112.2020.1754426;0;32;3;2020
Noisy parallel hybrid model of NBGRU and NCNN architectures for remaining useful life estimation;article;Ali Al-Dulaimi- Amir Asif - Arash Mohammadi;/doi/full/10.1080/08982112.2020.1754427;0;32;3;2020
Reinforcement learning for dynamic condition-based maintenance of a system with individually repairable components;article;Nooshin Yousefi- Stamatis Tsianikas - David W. Coit;/doi/full/10.1080/08982112.2020.1766692;2;32;3;2020
Reliability assessment of heavy-duty computer numerical control machine tools based on multi-performance multi-sequence hidden Markov model;article;Yao Xiong- Yiwei Cheng- Meng Xu- Minhao Mu - Jun Wu;/doi/full/10.1080/08982112.2020.1756321;1;32;3;2020
Data-driven software reliability evaluation under incomplete knowledge on fault count distribution;article;Tadashi Dohi- Junjun Zheng - Hiroyuki Okamura;/doi/full/10.1080/08982112.2020.1757705;0;32;3;2020
Multi-dimensional Lévy processes with Lévy copulas for multiple dependent degradation processes in lifetime analysis;article;Yu Shi- Qianmei Feng- Yin Shu - Yisha Xiang;/doi/full/10.1080/08982112.2020.1757704;1;32;3;2020
Objective Bayesian analysis of Weibull mixture cure model;article;Xuan Li- Yincai Tang - Ancha Xu;/doi/full/10.1080/08982112.2020.1757706;0;32;3;2020
An economical optimization model for deteriorating system integrated with statistical process control and condition-based maintenance;article;Cong Zhang- Haiping Zhu- Jun Wu- Leibo Ma- Jiaxin Cheng - Hui Wang;/doi/full/10.1080/08982112.2020.1757702;0;32;3;2020
Reliability estimation considering multi-stress monotonic degradation test data with non-constant scale parameter;article;Shah Limon- Bimal Nepal - Om Prakash Yadav;/doi/full/10.1080/08982112.2020.1755686;1;32;3;2020
Optimal binomial reliability demonstration tests design under acceptance decision uncertainty;article;Suiyao Chen- Lu Lu- Qiong Zhang - Mingyang Li;/doi/full/10.1080/08982112.2020.1757703;0;32;3;2020
Selective maintenance modeling and analysis of a complex system with dependent failure modes;article;Cesar Ruiz- Edward A. Pohl - Haitao Liao;/doi/full/10.1080/08982112.2020.1755983;0;32;3;2020
Estimating correlations with censored data;article;Brian P. Weaver- Kimberly Kaufeld - Richard Warr;/doi/full/10.1080/08982112.2019.1698744;0;32;3;2020
Statistics = Analytics?;article;Willis A. Jensen;/doi/full/10.1080/08982112.2019.1633670;2;32;2;2020
Discussion of Statistics = Analytics?;discussion;Nathaniel T. Stevens;/doi/full/10.1080/08982112.2019.1675172;0;32;2;2020
Discussion of Statistics = Analytics?;discussion;Bonnie Ray;/doi/full/10.1080/08982112.2019.1706745;0;32;2;2020
Rejoinder;Rejoinder;Willis A. Jensen;/doi/full/10.1080/08982112.2019.1706746;0;32;2;2020
Industrial statistics and manifold data;article;Enrique del Castillo - Xueqi Zhao;/doi/full/10.1080/08982112.2019.1641608;2;32;2;2020
Discussion of Industrial statistics and manifold data;discussion;Marco S. Reis;/doi/full/10.1080/08982112.2019.1683196;0;32;2;2020
Discussion of Industrial statistics and manifold data;discussion;Xuemin Zi - Changliang Zou;/doi/full/10.1080/08982112.2019.1683750;0;32;2;2020
Rejoinder;Rejoinder;Enrique del Castillo - Xueqi Zhao;/doi/full/10.1080/08982112.2019.1683197;0;32;2;2020
A novel approach to the analysis of spatial and functional data over complex domains;article;Laura M. Sangalli;/doi/full/10.1080/08982112.2019.1659357;1;32;2;2020
Discussion of A novel approach to the analysis of spatial and functional data over complex domains;discussion;Peter A. Parker;/doi/full/10.1080/08982112.2020.1715429;0;32;2;2020
Discussion of A novel approach to the analysis of spatial and functional data over complex domains;discussion;Fugee Tsung - Ziyue Li;/doi/full/10.1080/08982112.2020.1715428;0;32;2;2020
Rejoinder;Rejoinder;Laura M. Sangalli;/doi/full/10.1080/08982112.2020.1715430;0;32;2;2020
Network based credit risk models;article;Paolo Giudici- Branka Hadji-Misheva - Alessandro Spelta;/doi/full/10.1080/08982112.2019.1655159;6;32;2;2020
Generalized Bayesian D-optimal supersaturated multistratum designs;article;Chang-Yun Lin;/doi/full/10.1080/08982112.2019.1696971;0;32;2;2020
Guidelines for automating Phase I of control charts by considering effects on Phase-II performance of individuals control chart;article;Murat Atalay- Murat Caner Testik- Serhan Duran - Christian H. Weiß;/doi/full/10.1080/08982112.2019.1641208;5;32;2;2020
Event detection for undersampled electron microscopy experiments: A control chart case study;case report;Sarah Reehl- Bryan Stanfill- Margaret Johnson- Daniel Ries- Nigel D. Browning- B. Layla Mehdi - Lisa Bramer;/doi/full/10.1080/08982112.2019.1638515;0;32;2;2020
Bayesian simultaneous prediction intervals and bounds for a finite population;article;Michael S. Hamada - Brian P. Weaver;/doi/full/10.1080/08982112.2019.1656811;0;32;2;2020
Open challenges: Probability of overlap;article;Willis A. Jensen - Wujun Si;/doi/full/10.1080/08982112.2019.1686643;0;32;2;2020
ASQ Reliability & Risk Division Best Reliability Paper Award;announcement;NA;/doi/full/10.1080/08982112.2020.1729040;0;32;2;2020
Quality Engineering special issue on Network Monitoring;announcement;NA;/doi/full/10.1080/08982112.2020.1731279;0;32;2;2020
Comments on the three-zone approach for social media monitoring;letter;Ross Sparks- Cécile Paris- Aditya Joshi - Chang Xu;/doi/full/10.1080/08982112.2019.1644522;0;32;1;2020
Partial replication of definitive screening designs;article;Bradley Jones- J. Stuart Hunter - Douglas C. Montgomery;/doi/full/10.1080/08982112.2019.1680847;1;32;1;2020
Approximate two-sided tolerance interval for sample variances;article;Yuhui Yao- Martin G. C. Sarmiento- Subha Chakraborti - Eugenio K. Epprecht;/doi/full/10.1080/08982112.2019.1609687;1;32;1;2020
A tutorial on randomizing versus not randomizing Split-Plot experiments;article;Rossella Berni- Francesco Bertocci- Nedka D. Nikiforova - G. Geoffrey Vining;/doi/full/10.1080/08982112.2019.1617422;1;32;1;2020
Integration of the variance of quadratic loss for evaluating process performance;article;Yanjing Zhang- Yizhong Ma- Chanseok Park - Jai-Hyun Byun;/doi/full/10.1080/08982112.2019.1635698;0;32;1;2020
A web-based tool to design and analyze single- and double-stage acceptance sampling plans;article;Stijn Luca- Johan Vandercappellen - Johan Claes;/doi/full/10.1080/08982112.2019.1641207;2;32;1;2020
Detecting a downward shift in a proportion using a geometric CUSUM chart;article;Patrick D. Bourke;/doi/full/10.1080/08982112.2019.1664750;0;32;1;2020
Some simplified Shewhart-type distribution-free joint monitoring schemes and its application in monitoring drinking water turbidity;article;Z. L. Chong- A. Mukherjee - Michael B. C. Khoo;/doi/full/10.1080/08982112.2019.1578974;3;32;1;2020
Applying value stream mapping in an unbalanced production line: A case study of a Chinese food processing enterprise;case report;Qingqi Liu- Hualong Yang - Yuchen Xin;/doi/full/10.1080/08982112.2019.1637526;1;32;1;2020
Statistical thinking for adding more sensors in a monitoring application;Statistical thinking for adding more sensors in a monitoring application;M. S. Hamada - B. P. Weaver;/doi/full/10.1080/08982112.2019.1628269;0;32;1;2020
Nonparametric (distribution-free) control charts: An updated overview and some results;review;S. Chakraborti - M. A. Graham;/doi/full/10.1080/08982112.2018.1549330;27;31;4;2019
Maximum likelihood estimation for the poly-Weibull distribution;article;Jason K. Freels- Daniel A. Timme- Joseph J. Pignatiello- Richard L. Warr - Raymond R. Hill;/doi/full/10.1080/08982112.2018.1557685;1;31;4;2019
A group multiple dependent state sampling plan using truncated life test for the Weibull distribution;article;Mr. Adel Ahmadi Nadi - Dr Bahram Sadeghpour Gildeh;/doi/full/10.1080/08982112.2018.1558250;2;31;4;2019
Improved learning from data competitions through strategic design of training and test data sets;article;Christine M. Anderson-Cook- Lu Lu- Kary L. Myers- Kevin R. Quinlan - Norma Pawley;/doi/full/10.1080/08982112.2019.1572186;5;31;4;2019
Bayesian evaluation of system structure for reliability assessment;article;Lu Lu;/doi/full/10.1080/08982112.2019.1572901;1;31;4;2019
Rethinking control chart design and evaluation;article;William H. Woodall - Frederick W. Faltin;/doi/full/10.1080/08982112.2019.1582779;6;31;4;2019
Corrected capability studies with asymmetrical tolerances;article;Jonas Björk- Kristina Wärmefjord - Rikard Söderberg;/doi/full/10.1080/08982112.2019.1599947;0;31;4;2019
Replacing a current measurement system in an inspection scheme: A case study;case report;Stefan H. Steiner- Nathaniel T. Stevens- Willis A. Jensen - R. Jock MacKay;/doi/full/10.1080/08982112.2019.1565578;0;31;4;2019
The design and analysis of order-of-addition experiments: An introduction and case study;case report;Joseph G. Voelkel - Kevin P. Gallagher;/doi/full/10.1080/08982112.2019.1578374;0;31;4;2019
Assessing correlation to evaluate performance of a two component system and its impact on specifying separate production requirements;article;M. S. Hamada - S. D. Sintay;/doi/full/10.1080/08982112.2019.1592190;0;31;4;2019
An application of hidden Markov model on determination of root cause frequency and locations;article;Kangwon Seo - MD Shoriat Ullah;/doi/full/10.1080/08982112.2019.1606238;0;31;4;2019
Improved estimation of ultra-deep water pipe collapse pressures by using extreme value theory;article;Janet E. Heffernan- Alastair Walker - Ping Liu;/doi/full/10.1080/08982112.2018.1482340;0;31;3;2019
Saving runs in fractional factorial designs;article;Pere Grima- Lourdes Rodero - Xavier Tort-Martorell;/doi/full/10.1080/08982112.2018.1526302;0;31;3;2019
Orthogonal LS-PLS approach to ship fuel-speed curves for supporting decisions based on operational data;article;Antonio Lepore- Biagio Palumbo - Christian Capezza;/doi/full/10.1080/08982112.2018.1537445;1;31;3;2019
Stochastic coordinate-exchange optimal designs with complex constraints;article;Lulu Kang;/doi/full/10.1080/08982112.2018.1508695;2;31;3;2019
Phase II monitoring of variability using Cusum and EWMA charts with individual observations;article;John Lawson;/doi/full/10.1080/08982112.2018.1557205;1;31;3;2019
Process capability index for Poisson regression profile based on the Spmk index;article;Vasileios Alevizakos- Christos Koukouvinos - Philippe Castagliola;/doi/full/10.1080/08982112.2018.1523426;2;31;3;2019
Monitoring of count data time series: Cumulative sum change detection in Poisson integer valued GARCH models;article;Mr. O. Arda Vanli- Rupert Giroux- Eren Erman Ozguven - Joseph J. Pignatiello Jr.;/doi/full/10.1080/08982112.2018.1508696;1;31;3;2019
Comparative study of the Cp and Spmk indices for logistic regression profile using different link functions;article;Vasileios Alevizakos- Christos Koukouvinos - Angeliki Lappa;/doi/full/10.1080/08982112.2018.1523427;1;31;3;2019
Developing a space-filling mixture experiment design when the components are subject to linear and nonlinear constraints;article;Greg F. Piepel- Bryan A. Stanfill- Scott K. Cooley- Bradley Jones- Jared O. Kroll - John D. Vienna;/doi/full/10.1080/08982112.2018.1517887;1;31;3;2019
Process optimization using sequential design of experiment: A case study;case report;Shanshan Lv- Zhen He- A. Valeria Quevedo- Yiming Zhang Mirabile - G. Geoffrey Vining;/doi/full/10.1080/08982112.2018.1539232;1;31;3;2019
Statistical reasoning in diagnostic problem-solving—The case of flow-rate measurements;article;Jeroen de Mast- Stefan H. Steiner- Rick Kuijten - Elly Funken-Van den Bliek;/doi/full/10.1080/08982112.2018.1548022;0;31;3;2019
Should estimates be analyzed instead of the raw data?;article;Michael S. Hamada- Joseph T. Mang - Logan H. Hoff;/doi/full/10.1080/08982112.2018.1551547;0;31;3;2019
An EM-algorithm approach to open challenges on correlation of intermediate and final measurements;article;Sumin Shen- Huiying Mao - Xinwei Deng;/doi/full/10.1080/08982112.2018.1497181;2;31;3;2019
Rejoinder;Rejoinder;Stefan H. Steiner - R. Jock Mackay;/doi/full/10.1080/08982112.2019.1599946;0;31;3;2019
Rejoinder;Rejoinder;Sumin Shen- Huiying Mao - Xinwei Deng;/doi/full/10.1080/08982112.2019.1610775;0;31;3;2019
Leveraging industrial statistics in the data revolution: The Youden Memorial Address at the 63rd Annual Fall Technical Conference;article;L. Allison Jones-Farmer;/doi/full/10.1080/08982112.2019.1572187;1;31;2;2019
The revised Tennessee Eastman process simulator as testbed for SPC and DoE methods;review;Francesca Capaci- Erik Vanhatalo- Murat Kulahci - Bjarne Bergquist;/doi/full/10.1080/08982112.2018.1461905;10;31;2;2019
On scoping a test that addresses the wrong objective;article;Thomas H. Johnson- Rebecca M. Medlin- Laura J. Freeman - James R. Simpson;/doi/full/10.1080/08982112.2018.1479035;0;31;2;2019
Evaluation of Shewhart time-between-events-and-amplitude control charts for several distributions;article;Dorra Rahali- Philippe Castagliola- Hassen Taleb - Michael B. C. Khoo;/doi/full/10.1080/08982112.2018.1479036;12;31;2;2019
A combined Shewhart-CUSUM chart with switching limit;article;Sebastian Ottenstreuer- Christian H. Weiß - Sven Knoth;/doi/full/10.1080/08982112.2018.1479037;4;31;2;2019
Space-filling designs for multi-layer nested factors;article;Ryan W. Gryder- Sara R. Wilson- Kurt A. Swieringa - David J. Edwards;/doi/full/10.1080/08982112.2018.1482338;0;31;2;2019
On the estimation of the size of a subgroup in industrial production: The test gate method;article;Lennart Kann- Daniel Herrmann - Rainer Göb;/doi/full/10.1080/08982112.2018.1490423;0;31;2;2019
Stability assessment with the stability index;article;Willis A. Jensen- John Szarka III - Kevin White;/doi/full/10.1080/08982112.2018.1497179;3;31;2;2019
Impact of censoring types on the two-stage method for analyzing reliability experiments with random effects;article;Shanshan Lv- Zhiqiong Wang- Zhen He - Geoffrey Vining;/doi/full/10.1080/08982112.2018.1513528;1;31;2;2019
A case study on the use of data mining for detecting and classifying abnormal power system modal behaviors;case report;Tianzhixi Yin- Shaun S. Wulff- John W. Pierre - Timothy J. Robinson;/doi/full/10.1080/08982112.2018.1530356;2;31;2;2019
Optimal design of cause selecting control charts for monitoring the processes of coating fire extinguishers: A case study;case report;Salih O. Duffuaa- Ahmed M. Attia - Ahmed M. Ghaithan;/doi/full/10.1080/08982112.2018.1450510;1;31;2;2019
Accounting for measurement error in analyzing data;article;Michael S. Hamada - Brian P. Weaver;/doi/full/10.1080/08982112.2018.1518530;0;31;2;2019
A mixture model for determination of root cause frequency: Proposed solution to the open challenge;article;Necip Doganaksoy;/doi/full/10.1080/08982112.2019.1582778;0;31;2;2019
RETRACTED ARTICLE: Quality Engineering Special Issue on Lean Six Sigma for Operational Excellence;retraction;NA;/doi/full/10.1080/08982112.2018.1477570;0;31;2;2019
Quality Engineering Special Issue on Reliability Engineering;announcement;NA;/doi/full/10.1080/08982112.2019.1611299;0;31;2;2019
Doctors are not pilots and patients are not airplanes: Quality improvement in medicine;article;Sandy Lewis Fogel;/doi/full/10.1080/08982112.2018.1471723;1;31;1;2019
Discussion on Doctors are not pilots and patients are not airplanes: Quality improvement in medicine;discussion;Stefan H. Steiner;/doi/full/10.1080/08982112.2018.1501062;0;31;1;2019
Discussion on Doctors are not pilots and patients are not airplanes: Quality improvement in medicine;discussion;Victoria S. Jordan;/doi/full/10.1080/08982112.2018.1517886;0;31;1;2019
Rejoinder;Rejoinder;Sandy Lewis Fogel;/doi/full/10.1080/08982112.2018.1517888;0;31;1;2019
The game insight group: A model for academic-industry partnerships for sports statistics innovation;article;Stephanie Kovalchik - Machar Reid;/doi/full/10.1080/08982112.2018.1519578;0;31;1;2019
Discussion on The Game Insight Group: A Model for Academic-Industry Partnerships for Sports Statistics Innovation;discussion;Karl Pazdernik;/doi/full/10.1080/08982112.2018.1506133;0;31;1;2019
Discussion on The Game Insight Group: A model for academic-industry partnerships for sports statistics innovation;discussion;Steven E. Rigdon;/doi/full/10.1080/08982112.2018.1506134;0;31;1;2019
Discussion on The Game Insight Group: A model for academic-industry partnerships for sports statistics innovation;discussion;Christine M. Anderson-Cook;/doi/full/10.1080/08982112.2018.1497182;0;31;1;2019
Rejoinder;Rejoinder;Stephanie Kovalchik;/doi/full/10.1080/08982112.2018.1541467;0;31;1;2019
Order-of-addition experiments: A review and some new thoughts;article;Dennis K. J. Lin - Jiayu Peng;/doi/full/10.1080/08982112.2018.1548021;1;31;1;2019
Discussion on Order-of-Addition Experiments: A review and some new thoughts;discussion;Joseph G. Voelkel;/doi/full/10.1080/08982112.2018.1526303;0;31;1;2019
Discussion on Order-of-Addition Experiments: A review and some new thoughts;discussion;Christine M. Anderson-Cook - Lu Lu;/doi/full/10.1080/08982112.2018.1526301;0;31;1;2019
Rejoinder;Rejoinder;Dennis K. J. Lin - Jiayu Peng;/doi/full/10.1080/08982112.2018.1549423;0;31;1;2019
Real-time monitoring of events applied to syndromic surveillance;letter;Ross Sparks- Brian Jin- Sarvnaz Karimi- Cecile Paris - C. R. MacIntyre;/doi/full/10.1080/08982112.2018.1537443;3;31;1;2019
Discussion on Real-time monitoring of events applied to syndromic surveillance;discussion;James D. Wilson;/doi/full/10.1080/08982112.2018.1501063;0;31;1;2019
Discussion on Real-time monitoring of events applied to syndromic surveillance;discussion;Fadel M. Megahed;/doi/full/10.1080/08982112.2018.1530358;0;31;1;2019
Rejoinder;Rejoinder;Ross Sparks- Brian Jin- Sarvnaz Karimi- Cecile Paris - C. R. MacIntyre;/doi/full/10.1080/08982112.2018.1547831;0;31;1;2019
Challenges and new methods for designing reliability experiments;article;Laura J. Freeman- Rebecca M. Medlin - Thomas H. Johnson;/doi/full/10.1080/08982112.2018.1546394;1;31;1;2019
Discussion on Challenges and new methods for designing reliability experiments;discussion;Douglas C. Montgomery;/doi/full/10.1080/08982112.2018.1545909;0;31;1;2019
Discussion on Challenges and new methods for designing reliability experiments;discussion;Zhi-Sheng Ye - Qiuzhuang Sun;/doi/full/10.1080/08982112.2018.1545238;2;31;1;2019
Discussion on Challenges and new methods for designing reliability experiments;discussion;Lu Lu;/doi/full/10.1080/08982112.2018.1537444;0;31;1;2019
Rejoinder;Rejoinder;Laura J. Freeman;/doi/full/10.1080/08982112.2018.1546397;0;31;1;2019
Søren Bisgaard’s contributions to Quality Engineering: Design of experiments;article;Geoff Vining;/doi/full/10.1080/08982112.2018.1547830;0;31;1;2019
Discussion on Søren Bisgaard’s contributions to Quality Engineering: Design of experiments;discussion;Murat Kulahci;/doi/full/10.1080/08982112.2018.1537446;0;31;1;2019
Discussion on Søren Bisgaard’s contributions to Quality Engineering: Design of experiments";discussion;Roger W. Hoerl;/doi/full/10.1080/08982112.2018.1537447;0;31;1;2019
Discussion on Søren Bisgaard's contributions to Quality Engineering: Design of experiments;discussion;Peter Goos - Eric D. Schoen;/doi/full/10.1080/08982112.2018.1546398;0;31;1;2019
Rejoinder;Rejoinder;Geoff Vining;/doi/full/10.1080/08982112.2018.1547832;0;31;1;2019
Effective interdisciplinary collaboration between statisticians and other subject matter experts;article;Christine M. Anderson-Cook- Lu Lu - Peter A. Parker;/doi/full/10.1080/08982112.2018.1530357;3;31;1;2019
Discussion on Effective interdisciplinary collaboration between statisticians and other subject matter experts;discussion;Roger W. Hoerl;/doi/full/10.1080/08982112.2018.1508697;0;31;1;2019
Discussion on Effective interdisciplinary collaboration between statisticians and other subject matter experts;discussion;Willis A. Jensen;/doi/full/10.1080/08982112.2018.1517885;0;31;1;2019
Discussion on Effective interdisciplinary collaboration between statisticians and other subject matter experts;discussion;Benjamin Slade;/doi/full/10.1080/08982112.2018.1514463;0;31;1;2019
Discussion on Effective interdisciplinary collaboration between statisticians and other subject matter experts;review;Stephanie P. DeHart - Kevin White;/doi/full/10.1080/08982112.2018.1530781;0;31;1;2019
Discussion on Effective interdisciplinary collaboration between statisticians and other subject matter experts;discussion;Eli Typhina - Alyson Wilson;/doi/full/10.1080/08982112.2018.1539233;0;31;1;2019
Discussion on Effective interdisciplinary collaboration between statisticians and other subject matter experts;discussion;Michael L. Litano;/doi/full/10.1080/08982112.2018.1546395;0;31;1;2019
Rejoinder;Rejoinder;Christine M. Anderson-Cook- Lu Lu - Peter Parker;/doi/full/10.1080/08982112.2018.1546396;0;31;1;2019
Inference for under-dispersed data: Assessing the performance of an airborne spacing algorithm;case report;Sara R. Wilson- Robert D. Leonard- David J. Edwards- Kurt A. Swieringa - Matthew Underwood;/doi/full/10.1080/08982112.2018.1482339;0;30;4;2018
Prioritization of stockpile maintenance with layered Pareto fronts;case report;Sarah E. Burke- Christine M. Anderson-Cook- Lu Lu - Douglas C. Montgomery;/doi/full/10.1080/08982112.2017.1390585;1;30;4;2018
