title;type;authors;doi;cite_number;volume;issue;date
Elements of Copula Modeling With R;book review;Vyacheslav Lyubchich;/doi/full/10.1080/00401706.2020.1783949;0;62;3;2030
Spatial Ecology and Conservation Modeling: Applications With R;book review;Srishti Vishwakarma - Vyacheslav Lyubchich;/doi/full/10.1080/00401706.2020.1783950;0;62;3;2030
Advanced R (2nd ed.);book review;Roger M. Sauter;/doi/full/10.1080/00401706.2020.1783959;0;62;3;2030
Bayesian State Space Modeling of Physical Processes in Industrial Hygiene;article;Nada Abdalla- Sudipto Banerjee- Gurumurthy Ramachandran - Susan Arnold;/doi/full/10.1080/00401706.2019.1630009;0;62;2;2030
Model-Based Clustering of Nonparametric Weighted Networks With Application to Water Pollution Analysis;article;Amal Agarwal - Lingzhou Xue;/doi/full/10.1080/00401706.2019.1623076;2;62;2;2030
A Bayesian Nonparametric Mixture Measurement Error Model With Application to Spatial Density Estimation Using Mobile Positioning Data With Multi-Accuracy and Multi-Coverage;article;Youngmin Lee- Taewon Jeong - Heeyoung Kim;/doi/full/10.1080/00401706.2019.1617194;1;62;2;2030
Modeling and Change Detection for Count-Weighted Multilayer Networks;article;Hang Dong- Nan Chen - Kaibo Wang;/doi/full/10.1080/00401706.2019.1625812;6;62;2;2030
Matrix Linear Discriminant Analysis;article;Wei Hu- Weining Shen- Hua Zhou - Dehan Kong;/doi/full/10.1080/00401706.2019.1610069;1;62;2;2030
Analysis of Large Heterogeneous Repairable System Reliability Data With Static System Attributes and Dynamic Sensor Measurement in Big Data Environment;article;Xiao Liu - Rong Pan;/doi/full/10.1080/00401706.2019.1609584;0;62;2;2030
Student-t Processes for Degradation Analysis;article;Chien-Yu Peng - Ya-Shan Cheng;/doi/full/10.1080/00401706.2019.1630008;2;62;2;2030
Process Monitoring ROC Curve for Evaluating Dynamic Screening Methods;article;Peihua Qiu- Zhiming Xia - Lu You;/doi/full/10.1080/00401706.2019.1604434;5;62;2;2030
An Effective Method for Online Disease Risk Monitoring;article;Lu You - Peihua Qiu;/doi/full/10.1080/00401706.2019.1625813;3;62;2;2030
Additive Heredity Model for the Analysis of Mixture-of-Mixtures Experiments;article;Sumin Shen- Lulu Kang - Xinwei Deng;/doi/full/10.1080/00401706.2019.1630010;0;62;2;2030
Data Science for Wind Energy;book review;Elsayed A. Elsayed;/doi/full/10.1080/00401706.2020.1744901;0;62;2;2030
The Information Theory of Comparisons: With Applications to Statistics and the Social Sciences;book review;Subir Ghosh;/doi/full/10.1080/00401706.2020.1744902;0;62;2;2030
Handbook of the Shapley Value;book review;Stan Lipovetsky;/doi/full/10.1080/00401706.2020.1744904;0;62;2;2030
Introduction to Data Science: Data Analysis and Prediction Algorithms With R;book review;Stan Lipovetsky;/doi/full/10.1080/00401706.2020.1744905;0;62;2;2030
Practical Multivariate Analysis (6th ed.);book review;Stan Lipovetsky;/doi/full/10.1080/00401706.2020.1744907;0;62;2;2030
Statistical Inference via Data Science: A Modern Dive Into R and the Tidyverse;book review;Stan Lipovetsky;/doi/full/10.1080/00401706.2020.1744908;0;62;2;2030
Statistical Intervals: A Guide for Practitioners and Researchers (2nd ed.);book review;Lu Lu;/doi/full/10.1080/00401706.2020.1744909;0;62;2;2030
Practical Text Analytics: Maximizing the Value of Text Data;book review;Fan Dai - Ranjan Maitra;/doi/full/10.1080/00401706.2020.1744910;0;62;2;2030
A Parametric Approach to a Nonparametric Statistics;book review;Abhirup Mallik;/doi/full/10.1080/00401706.2020.1744912;0;62;2;2030
Statistical Methods in Social Science Research;book review;Morteza Marzjarani;/doi/full/10.1080/00401706.2020.1744914;0;62;2;2030
Statistical Programing in SAS (2nd ed.);book review;David J. Olive;/doi/full/10.1080/00401706.2020.1744915;0;62;2;2030
Time Series: A First Course With Bootstrap Starter;book review;William L. Seaver;/doi/full/10.1080/00401706.2020.1744917;0;62;2;2030
Diagnostic Meta-Analysis: A Useful Tool for Clinical Decision-Making;book review;S. Ejaz Ahmed;/doi/full/10.1080/00401706.2020.1744927;0;62;2;2030
Probability (2nd ed.);book review;S. Ejaz Ahmed;/doi/full/10.1080/00401706.2020.1744928;0;62;2;2030
Multivariate Design of Experiments for Engineering Dimensional Analysis;article;Daniel J. Eck- R. Dennis Cook- Christopher J. Nachtsheim - Thomas A. Albrecht;/doi/full/10.1080/00401706.2019.1585294;2;62;1;2030
Enumeration and Multicriteria Selection of Orthogonal Minimally Aliased Response Surface Designs;article;José Núñez Ares - Peter Goos;/doi/full/10.1080/00401706.2018.1549103;3;62;1;2030
Projections of Definitive Screening Designs by Dropping Columns: Selection and Evaluation;article;Alan R. Vazquez- Peter Goos - Eric D. Schoen;/doi/full/10.1080/00401706.2019.1566095;2;62;1;2030
Constructing D-Efficient Mixed-Level Foldover Designs Using Hadamard Matrices;article;Nam-Ky Nguyen- Tung-Dinh Pham - Phuong Vuong Mai;/doi/full/10.1080/00401706.2019.1574242;0;62;1;2030
Optimal Blocked and Split-Plot Designs Ensuring Precise Pure-Error Estimation of the Variance Components;article;Kalliopi Mylona- Steven G. Gilmour - Peter Goos;/doi/full/10.1080/00401706.2019.1595153;1;62;1;2030
A New Process Control Chart for Monitoring Short-Range Serially Correlated Data;article;Peihua Qiu- Wendong Li - Jun Li;/doi/full/10.1080/00401706.2018.1562988;9;62;1;2030
A Diagnostic Procedure for High-Dimensional Data Streams via Missed Discovery Rate Control;article;Wendong Li- Dongdong Xiang- Fugee Tsung - Xiaolong Pu;/doi/full/10.1080/00401706.2019.1575284;4;62;1;2030
A Class of Tests for Trend in Time Censored Recurrent Event Data;article;Jan Terje Kvaløy - Bo Henry Lindqvist;/doi/full/10.1080/00401706.2019.1605936;2;62;1;2030
Tensor Mixed Effects Model With Application to Nanomanufacturing Inspection;article;Xiaowei Yue- Jin Gyu Park- Zhiyong Liang - Jianjun Shi;/doi/full/10.1080/00401706.2019.1592783;4;62;1;2030
Tracing the Life Cycle of Ideas in the Humanities and Social Sciences;book review;Stan Lipovetsky;/doi/full/10.1080/00401706.2019.1708673;0;62;1;2030
Prehistoric Warfare and Violence: Quantitative and Qualitative Approaches;book review;Stan Lipovetsky;/doi/full/10.1080/00401706.2019.1708674;0;62;1;2030
Modern Psychometrics With R;book review;Stan Lipovetsky;/doi/full/10.1080/00401706.2019.1708675;2;62;1;2030
Lexical Collocation Analysis: Advances and Applications;book review;Stan Lipovetsky;/doi/full/10.1080/00401706.2019.1708676;1;62;1;2030
Let the Evidence Speak—Using Bayesian Thinking in Law: Medicine: Ecology and Other Areas;book review;Stan Lipovetsky;/doi/full/10.1080/00401706.2019.1708677;1;62;1;2030
Parametric and Nonparametric Statistics for Sample Surveys and Customer Satisfaction Data;book review;Stan Lipovetsky;/doi/full/10.1080/00401706.2019.1708678;0;62;1;2030
Sequence Analysis and Related Approaches: Innovative Methods and Applications;book review;S. Ejaz Ahmed;/doi/full/10.1080/00401706.2019.1708679;0;62;1;2030
Practical Tools for Designing and Weighting Survey Samples (2nd ed.);book review;S. Ejaz Ahmed;/doi/full/10.1080/00401706.2019.1708680;0;62;1;2030
The 2018 Technometrics Prizes;announcement;NA;/doi/full/10.1080/00401706.2019.1708134;0;62;1;2030
2018 Ziegel Award Announcement;announcement;NA;/doi/full/10.1080/00401706.2019.1708135;0;62;1;2030
Empirical Dynamic Quantiles for Visualization of High-Dimensional Time Series;article;Daniel Peña- Ruey S. Tsay - Ruben Zamar;/doi/full/10.1080/00401706.2019.1575285;3;61;4;2029
A Decomposition of Total Variation Depth for Understanding Functional Outliers;article;Huang Huang - Ying Sun;/doi/full/10.1080/00401706.2019.1574241;3;61;4;2029
MacroPCA: An All-in-One PCA Method Allowing for Missing Values as Well as Cellwise and Rowwise Outliers;article;Mia Hubert- Peter J. Rousseeuw - Wannes Van den Bossche;/doi/full/10.1080/00401706.2018.1562989;8;61;4;2029
Profile Extrema for Visualizing and Quantifying Uncertainties on Excursion Regions: Application to Coastal Flooding;article;Dario Azzimonti- David Ginsbourger- Jérémy Rohmer - Déborah Idier;/doi/full/10.1080/00401706.2018.1562987;2;61;4;2029
Spatial Signal Detection Using Continuous Shrinkage Priors;article;An-Ting Jhuang- Montserrat Fuentes- Jacob L. Jones- Giovanni Esteves- Chris M. Fancher- Marschall Furman - Brian J. Reich;/doi/full/10.1080/00401706.2018.1546622;2;61;4;2029
Mixture of Regression Models for Large Spatial Datasets;article;Karen Kazor - Amanda S. Hering;/doi/full/10.1080/00401706.2019.1569558;1;61;4;2029
Central Composite Experimental Designs for Multiple Responses With Different Models;article;Wilmina M. Marget - Max D. Morris;/doi/full/10.1080/00401706.2018.1549102;2;61;4;2029
Optimal Experimental Design in the Presence of Nested Factors;article;Peter Goos - Bradley Jones;/doi/full/10.1080/00401706.2018.1562986;1;61;4;2029
Analysis-of-Marginal-Tail-Means (ATM): A Robust Method for Discrete Black-Box Optimization;article;Simon Mak - C. F. Jeff Wu;/doi/full/10.1080/00401706.2019.1593246;2;61;4;2029
Lectures on Categorical Data Analysis;book review;Subir Ghosh;/doi/full/10.1080/00401706.2019.1679530;0;61;4;2029
Bayesian Inference—Data Evaluation and Decisions (2nd ed.);book review;Jian Guo;/doi/full/10.1080/00401706.2019.1679531;0;61;4;2029
Digital Humanities and Film Studies: Visualising Dziga Vertov’s Work;book review;Stan Lipovetsky;/doi/full/10.1080/00401706.2019.1679533;0;61;4;2029
Simulating Societal Change: Counterfactual Modelling for Social and Policy Inquiry;book review;Stan Lipovetsky;/doi/full/10.1080/00401706.2019.1679534;0;61;4;2029
Exploratory Data Analysis With MATLAB;book review;Morteza Marzjarani;/doi/full/10.1080/00401706.2019.1679535;0;61;4;2029
Foundations of Info-Metrics (Modeling: Inference and Imperfect Information);book review;Nozer D. Singpurwalla - Lai Boya;/doi/full/10.1080/00401706.2019.1679537;0;61;4;2029
Risk and Reward: The Science of Casino Blackjack (2nd ed.);book review;S. Ejaz Ahmed;/doi/full/10.1080/00401706.2019.1629750;0;61;4;2029
Continuous Time Modeling in the Behavioural and Related Sciences;book review;S. Ejaz Ahmed;/doi/full/10.1080/00401706.2019.1629751;0;61;4;2029
Dynamic Neuroscience Statistic: Modeling: and Control;book review;S. Ejaz Ahmed;/doi/full/10.1080/00401706.2019.1679542;0;61;4;2029
Partial Least Squares Path Modeling;book review;S. Ejaz Ahmed;/doi/full/10.1080/00401706.2019.1679543;0;61;4;2029
Detection of Hidden Additivity and Inference Under Model Uncertainty for Unreplicated Factorial Studies via Bayesian Model Selection and Averaging;article;Christopher T. Franck;/doi/full/10.1080/00401706.2018.1518791;1;61;3;2029
Deterministic Sampling of Expensive Posteriors Using Minimum Energy Designs;article;V. Roshan Joseph- Dianpeng Wang- Li Gu- Shiji Lyu - Rui Tuo;/doi/full/10.1080/00401706.2018.1552203;0;61;3;2029
Controlling Sources of Inaccuracy in Stochastic Kriging;article;Wenjia Wang - Benjamin Haaland;/doi/full/10.1080/00401706.2018.1514328;2;61;3;2029
Spatial Statistical Downscaling for Constructing High-Resolution Nature Runs in Global Observing System Simulation Experiments;article;Pulong Ma- Emily L. Kang- Amy J. Braverman - Hai M. Nguyen;/doi/full/10.1080/00401706.2018.1524791;4;61;3;2029
Construction of Two-Level Nonregular Designs of Strength Three With Large Run Sizes;article;Alan R. Vazquez - Hongquan Xu;/doi/full/10.1080/00401706.2018.1513381;0;61;3;2029
A Hierarchical Model for Heterogenous Reliability Field Data;article;Eric Mittman- Colin Lewis-Beck - William Q. Meeker;/doi/full/10.1080/00401706.2018.1518273;2;61;3;2029
Image-Based Prognostics Using Penalized Tensor Regression;article;Xiaolei Fang- Kamran Paynabar - Nagi Gebraeel;/doi/full/10.1080/00401706.2018.1527727;3;61;3;2029
Structured Point Cloud Data Analysis Via Regularized Tensor Regression for Process Modeling and Optimization;article;Hao Yan- Kamran Paynabar - Massimo Pacella;/doi/full/10.1080/00401706.2018.1529628;5;61;3;2029
A Multicategory Kernel Distance Weighted Discrimination Method for Multiclass Classification;article;Boxiang Wang - Hui Zou;/doi/full/10.1080/00401706.2018.1529629;1;61;3;2029
An Interactive Greedy Approach to Group Sparsity in High Dimensions;article;Wei Qian- Wending Li- Yasuhiro Sogawa- Ryohei Fujimaki- Xitong Yang - Ji Liu;/doi/full/10.1080/00401706.2018.1537897;2;61;3;2029
Strategic Economic Decision-Making: Using Bayesian Belief Networks to Solve Complex Problems;book review;Stan Lipovetsky;/doi/full/10.1080/00401706.2019.1629740;1;61;3;2029
Advances in Latent Variables: Methods: Models and Applications;book review;Stan Lipovetsky;/doi/full/10.1080/00401706.2019.1629741;0;61;3;2029
Applied Data-Centric Social Sciences: Concepts: Data: Computation: and Theory;book review;Stan Lipovetsky;/doi/full/10.1080/00401706.2019.1629743;0;61;3;2029
Machine Learning in Medicine—A Complete Overview;book review;Stan Lipovetsky;/doi/full/10.1080/00401706.2019.1629744;0;61;3;2029
Wavelet Packets and Their Statistical Applications;book review;Abhirup Mallik;/doi/full/10.1080/00401706.2019.1629748;0;61;3;2029
Statistical Analysis of Noise Estimation in MRI: Modeling: Filtering and Estimation;book review;M. Rauf Ahmad;/doi/full/10.1080/00401706.2019.1629749;0;61;3;2029
Simulation and the Monte Carlo Method (3rd ed.);book review;Morteza Marzjarani;/doi/full/10.1080/00401706.2019.1629745;0;61;3;2029
Variable Selection for the Prediction of C[0:1]-Valued Autoregressive Processes using Reproducing Kernel Hilbert Spaces;article;Beatriz Bueno-Larraz - Johannes Klepsch;/doi/full/10.1080/00401706.2018.1505660;0;61;2;2029
Assessing Tuning Parameter Selection Variability in Penalized Regression;article;Wenhao Hu- Eric B. Laber- Clay Barker - Leonard A. Stefanski;/doi/full/10.1080/00401706.2018.1513380;1;61;2;2029
On Data Integration Problems With Manifolds;article;Mark V. Culp- Kenneth J. Ryan- Prithish Banerjee - Michael Morehead;/doi/full/10.1080/00401706.2018.1482788;1;61;2;2029
Convex Bidirectional Large Margin Classifiers;article;Zhengling Qi - Yufeng Liu;/doi/full/10.1080/00401706.2018.1497544;0;61;2;2029
Inference for Errors-in-Variables Models in the Presence of Systematic Errors with an Application to a Satellite Remote Sensing Campaign;article;Bohai Zhang- Noel Cressie - Debra Wunch;/doi/full/10.1080/00401706.2018.1476268;2;61;2;2029
Gaussian Process Modeling Using the Principle of Superposition;article;Matthias H. Y. Tan - Guilin Li;/doi/full/10.1080/00401706.2018.1473799;1;61;2;2029
Constructing Two-Level Designs by Concatenation of Strength-3 Orthogonal Arrays;article;Alan R. Vazquez- Peter Goos - Eric D. Schoen;/doi/full/10.1080/00401706.2018.1473798;1;61;2;2029
Bayesian Analysis of Accumulated Damage Models in Lumber Reliability;article;Chun-Hao Yang- James V. Zidek - Samuel W. K. Wong;/doi/full/10.1080/00401706.2018.1512900;4;61;2;2029
Material Degradation Modeling and Failure Prediction Using Microstructure Images;article;Wujun Si- Qingyu Yang - Xin Wu;/doi/full/10.1080/00401706.2018.1514327;2;61;2;2029
Efficient Integration of Sufficient Dimension Reduction and Prediction in Discriminant Analysis;article;Xin Zhang - Qing Mai;/doi/full/10.1080/00401706.2018.1512901;3;61;2;2029
Applied Quantitative Finance (3rd ed.);book review;Joyce Nilsson Orsini;/doi/full/10.1080/00401706.2019.1603750;0;61;2;2029
Correction;correction;NA;/doi/full/10.1080/00401706.2018.1562836;0;61;2;2029
Editorial Announcement;announcement;NA;/doi/full/10.1080/00401706.2018.1562072;0;61;1;2029
Replication or Exploration? Sequential Design for Stochastic Simulation Experiments;article;Mickaël Binois- Jiangeng Huang- Robert B. Gramacy - Mike Ludkovski;/doi/full/10.1080/00401706.2018.1469433;15;61;1;2029
Space-Filling Designs for Robustness Experiments;article;V. Roshan Joseph- Li Gu- Shan Ba - William R. Myers;/doi/full/10.1080/00401706.2018.1451390;2;61;1;2029
Using Individual Factor Information in Fractional Factorial Designs;article;William Li- Robert W. Mee - Qi Zhou;/doi/full/10.1080/00401706.2018.1460279;1;61;1;2029
Response Surface Optimization in the Presence of Internal Noise With Application to Optimal Alignment of Carbon Nanotubes;article;Sobambo Sosina- E. Marielle Remillard- Qiaoying Zhang- Chad Vecitis - Tirthankar Dasgupta;/doi/full/10.1080/00401706.2018.1442750;0;61;1;2029
Sliced Rotated Sphere Packing Designs;article;Xu He;/doi/full/10.1080/00401706.2018.1458655;1;61;1;2029
d-QPSO: A Quantum-Behaved Particle Swarm Technique for Finding D-Optimal Designs With Discrete and Continuous Factors and a Binary Response;article;Joshua Lukemire- Abhyuday Mandal - Weng Kee Wong;/doi/full/10.1080/00401706.2018.1439405;6;61;1;2029
Most Recent Changepoint Detection in Panel Data;article;Lawrence Bardwell- Paul Fearnhead- Idris A. Eckley- Simon Smith - Martin Spott;/doi/full/10.1080/00401706.2018.1438926;8;61;1;2029
Linear Hypothesis Testing With Functional Data;article;Łukasz Smaga - Jin-Ting Zhang;/doi/full/10.1080/00401706.2018.1456976;4;61;1;2029
Robust Estimation Using Modified Huber’s Functions With New Tails;article;Yunlu Jiang- You-Gan Wang- Liya Fu - Xueqin Wang;/doi/full/10.1080/00401706.2018.1470037;8;61;1;2029
Peaks Over Thresholds Modeling With Multivariate Generalized Pareto Distributions;article;Anna Kiriliouk- Holger Rootzén- Johan Segers - Jennifer L. Wadsworth;/doi/full/10.1080/00401706.2018.1462738;13;61;1;2029
The 2017 Technometrics Prizes;news;NA;/doi/full/10.1080/00401706.2018.1562089;0;61;1;2029
Permutation and Grouping Methods for Sharpening Gaussian Process Approximations;article;Joseph Guinness;/doi/full/10.1080/00401706.2018.1437476;20;60;4;2028
Meta-Kriging: Scalable Bayesian Modeling and Inference for Massive Spatial Datasets;article;Rajarshi Guhaniyogi - Sudipto Banerjee;/doi/full/10.1080/00401706.2018.1437474;18;60;4;2028
Using History Matching for Prior Choice;article;Xueou Wang- David J. Nott- Christopher C. Drovandi- Kerrie Mengersen - Michael Evans;/doi/full/10.1080/00401706.2017.1421587;2;60;4;2028
Degradation in Common Dynamic Environments;article;Qingqing Zhai - Zhi-Sheng Ye;/doi/full/10.1080/00401706.2017.1375994;24;60;4;2028
Sequential Bayesian Design for Accelerated Life Tests;article;I-Chen Lee- Yili Hong- Sheng-Tsaing Tseng - Tirthankar Dasgupta;/doi/full/10.1080/00401706.2018.1437475;7;60;4;2028
Nonparametric Modeling and Prognosis of Condition Monitoring Signals Using Multivariate Gaussian Convolution Processes;article;Raed Kontar- Shiyu Zhou- Chaitanya Sankavaram- Xinyu Du - Yilu Zhang;/doi/full/10.1080/00401706.2017.1383310;4;60;4;2028
Profile Monitoring of Probability Density Functions via Simplicial Functional PCA With Application to Image Data;article;Alessandra Menafoglio- Marco Grasso- Piercesare Secchi - Bianca Maria Colosimo;/doi/full/10.1080/00401706.2018.1437473;7;60;4;2028
Nonparametric Finite Mixture of Gaussian Graphical Models;article;Kevin H. Lee - Lingzhou Xue;/doi/full/10.1080/00401706.2017.1408497;3;60;4;2028
Efficient Blind Image Deblurring Using Nonparametric Regression and Local Pixel Clustering;article;Yicheng Kang- Partha Sarathi Mukherjee - Peihua Qiu;/doi/full/10.1080/00401706.2017.1415975;5;60;4;2028
